date,store_id,product_category,region,units_sold,revenue,discount,marketing_spend,holiday
2024-01-23,S001,Fashion,North,33,1981.91,10.0,536.2,0
2024-01-23,S002,Electronics,South,52,12578.11,10.0,1178.04,0
2024-01-23,S002,Home,South,38,2072.92,0.0,796.74,0
2024-01-23,S002,Fashion,South,40,2309.18,15.0,480.23,0
2024-01-24,S001,Electronics,North,40,9111.71,0.0,834.31,0
2024-01-24,S001,Home,North,25,1921.56,0.0,197.57,0
2024-01-24,S001,Fashion,North,50,1574.39,5.0,326.97,0
2024-01-24,S002,Electronics,South,51,9275.24,10.0,979.35,0
2024-01-24,S002,Home,South,50,4179.84,20.0,1060.94,0
2024-01-24,S002,Fashion,South,40,1869.92,0.0,923.09,0
2024-01-25,S001,Electronics,North,37,10152.65,10.0,507.52,0
2024-01-25,S001,Home,North,45,2708.77,0.0,922.22,0
2024-01-25,S001,Fashion,North,68,2229.56,15.0,884.68,0
2024-01-25,S002,Electronics,South,54,11929.7,10.0,592.15,0
2024-01-25,S002,Home,South,31,1460.16,5.0,396.17,0
2024-01-25,S002,Fashion,South,42,3187.61,10.0,1079.58,0
2024-01-26,S001,Electronics,North,51,15534.72,10.0,968.09,0
2024-01-26,S001,Home,North,35,1669.36,5.0,919.98,0
2024-01-26,S001,Fashion,North,45,2500.35,5.0,412.15,0
2024-01-26,S002,Electronics,South,64,14057.35,10.0,1185.17,0
2024-01-26,S002,Home,South,26,1428.06,0.0,211.96,0
2024-01-26,S002,Fashion,South,33,3357.46,0.0,413.6,0
2024-01-27,S001,Electronics,North,45,8515.15,10.0,188.26,0
2024-01-27,S001,Home,North,51,4457.02,20.0,537.64,0
2024-01-27,S001,Fashion,North,54,5353.16,5.0,998.78,0
2024-01-27,S002,Electronics,South,42,9661.47,10.0,712.44,0
2024-01-27,S002,Home,South,39,3143.74,0.0,946.44,0
2024-01-27,S002,Fashion,South,31,2444.34,0.0,366.65,0
2024-01-28,S001,Electronics,North,45,13113.87,10.0,417.49,0
2024-01-28,S001,Home,North,31,1494.68,5.0,157.01,0
2024-01-28,S001,Fashion,North,58,2337.23,20.0,169.71,0
2024-01-28,S002,Electronics,South,49,14195.26,15.0,849.65,0
2024-01-28,S002,Home,South,47,4752.97,5.0,618.73,0
2024-01-28,S002,Fashion,South,48,4246.53,0.0,1161.53,0
2024-01-29,S001,Electronics,North,47,15750.06,0.0,1132.17,0
2024-01-29,S001,Home,North,37,3833.99,0.0,1026.01,0
2024-01-29,S001,Fashion,North,38,3162.2,0.0,321.79,0
2024-01-29,S002,Electronics,South,42,16632.08,5.0,675.37,0
2024-01-29,S002,Home,South,30,1963.87,15.0,531.69,0
2024-01-29,S002,Fashion,South,39,2327.71,15.0,431.52,0
2024-01-30,S001,Electronics,North,53,19134.87,15.0,355.43,0
2024-01-30,S001,Home,North,23,2649.29,0.0,786.66,0
2024-01-30,S001,Fashion,North,45,3403.15,5.0,790.48,0
2024-01-30,S002,Electronics,South,48,16031.19,15.0,686.81,0
2024-01-30,S002,Home,South,39,1581.39,5.0,266.84,0
2024-01-30,S002,Fashion,South,43,3660.16,15.0,726.88,0
2024-01-31,S001,Electronics,North,47,15791.03,15.0,476.29,0
2024-01-31,S001,Home,North,25,2444.51,0.0,264.91,0
2024-01-31,S001,Fashion,North,49,2211.35,10.0,892.04,0
2024-01-31,S002,Electronics,South,51,21689.36,0.0,480.27,0
2024-01-31,S002,Home,South,42,2085.5,5.0,741.73,0
2024-01-31,S002,Fashion,South,45,3196.11,10.0,744.85,0
2024-02-01,S001,Electronics,North,46,14392.54,15.0,119.92,0
2024-02-01,S001,Home,North,53,2351.75,15.0,1114.75,0
2024-02-01,S001,Fashion,North,55,5185.09,10.0,733.92,0
2024-02-01,S002,Electronics,South,49,9286.33,10.0,1118.13,0
2024-02-01,S002,Home,South,49,3636.13,15.0,1183.33,0
2024-02-01,S002,Fashion,South,44,2499.89,0.0,538.9,0
2024-02-02,S001,Electronics,North,39,12678.78,0.0,983.14,0
2024-02-02,S001,Home,North,32,2059.79,5.0,1111.84,0
2024-02-02,S001,Fashion,North,46,1708.52,10.0,911.25,0
2024-02-02,S002,Electronics,South,35,9232.96,10.0,294.03,0
2024-02-02,S002,Home,South,53,2066.74,5.0,1106.33,0
2024-02-02,S002,Fashion,South,47,5023.62,0.0,829.89,0
2024-02-03,S001,Electronics,North,56,10539.49,5.0,263.53,0
2024-02-03,S001,Home,North,44,4921.15,0.0,924.96,0
2024-02-03,S001,Fashion,North,41,3082.68,0.0,325.65,0
2024-02-03,S002,Electronics,South,42,10795.25,15.0,172.28,0
2024-02-03,S002,Home,South,51,2539.71,5.0,676.83,0
2024-02-03,S002,Fashion,South,38,3413.76,15.0,300.12,0
2024-02-04,S001,Electronics,North,36,6390.42,5.0,510.64,0
2024-02-04,S001,Home,North,56,4413.18,15.0,271.77,0
2024-02-04,S001,Fashion,North,44,1389.38,0.0,129.81,0
2024-02-04,S002,Electronics,South,39,7565.06,15.0,214.52,0
2024-02-04,S002,Home,South,41,4009.04,0.0,818.02,0
2024-02-04,S002,Fashion,South,55,2887.97,15.0,1041.27,0
2024-02-05,S001,Electronics,North,47,8624.99,0.0,834.89,0
2024-02-05,S001,Home,North,28,1179.43,0.0,194.06,0
2024-02-05,S001,Fashion,North,47,4035.23,10.0,299.58,0
2024-02-05,S002,Electronics,South,42,11272.43,5.0,476.0,0
2024-02-05,S002,Home,South,31,2478.62,5.0,749.32,0
2024-02-05,S002,Fashion,South,51,5129.71,5.0,579.74,0
2024-02-06,S001,Electronics,North,44,18547.28,0.0,939.97,0
2024-02-06,S001,Home,North,47,1866.26,5.0,979.84,0
2024-02-06,S001,Fashion,North,34,1259.14,10.0,395.55,0
2024-02-06,S002,Electronics,South,62,15968.04,20.0,1018.42,0
2024-02-06,S002,Home,South,35,2058.99,5.0,288.85,0
2024-02-06,S002,Fashion,South,39,3382.91,10.0,709.6,0
2024-02-07,S001,Electronics,North,40,13685.58,0.0,327.06,0
2024-02-07,S001,Home,North,42,4752.42,0.0,831.54,0
2024-02-07,S001,Fashion,North,37,1522.09,5.0,560.65,0
2024-02-07,S002,Electronics,South,44,15085.45,0.0,911.84,0
2024-02-07,S002,Home,South,29,2686.78,5.0,369.88,0
2024-02-07,S002,Fashion,South,34,2083.37,10.0,426.83,0
2024-02-08,S001,Electronics,North,50,7536.78,20.0,830.04,0
2024-02-08,S001,Home,North,42,1667.51,10.0,388.49,0
2024-02-08,S001,Fashion,North,51,1768.43,10.0,646.0,0
2024-02-08,S002,Electronics,South,42,11202.04,15.0,182.65,0
2024-02-08,S002,Home,South,44,4345.25,5.0,857.24,0
2024-02-08,S002,Fashion,South,40,2934.3,5.0,864.17,0
2024-02-09,S001,Electronics,North,40,9199.44,0.0,497.07,0
2024-02-09,S001,Home,North,48,4021.98,15.0,696.09,0
2024-02-09,S001,Fashion,North,53,2383.73,10.0,987.22,0
2024-02-09,S002,Electronics,South,44,19653.5,0.0,638.37,0
2024-02-09,S002,Home,South,42,2286.73,0.0,1138.47,0
2024-02-09,S002,Fashion,South,52,1360.97,20.0,724.74,0
2024-02-10,S001,Electronics,North,46,18037.24,5.0,867.16,0
2024-02-10,S001,Home,North,51,5150.88,5.0,1029.0,0
2024-02-10,S001,Fashion,North,43,1399.25,10.0,140.71,0
2024-02-10,S002,Electronics,South,45,16060.62,5.0,865.92,0
2024-02-10,S002,Home,South,47,2924.58,5.0,171.89,0
2024-02-10,S002,Fashion,South,56,3773.21,15.0,788.48,0
2024-02-11,S001,Electronics,North,39,16908.38,0.0,356.26,0
2024-02-11,S001,Home,North,62,3375.62,20.0,978.66,0
2024-02-11,S001,Fashion,North,64,6073.57,5.0,943.91,0
2024-02-11,S002,Electronics,South,54,13439.38,15.0,1182.49,0
2024-02-11,S002,Home,South,46,2673.26,15.0,563.49,0
2024-02-11,S002,Fashion,South,43,1988.93,5.0,415.96,0
2024-02-12,S001,Electronics,North,36,10215.66,0.0,146.3,0
2024-02-12,S001,Home,North,38,4407.88,0.0,847.61,0
2024-02-12,S001,Fashion,North,48,5067.77,0.0,964.98,0
2024-02-12,S002,Electronics,South,46,9319.11,10.0,614.14,0
2024-02-12,S002,Home,South,41,3633.38,0.0,1190.29,0
2024-02-12,S002,Fashion,South,42,1853.13,0.0,663.96,0
2024-02-13,S001,Electronics,North,35,6846.61,0.0,342.53,0
2024-02-13,S001,Home,North,56,5436.88,15.0,1166.01,0
2024-02-13,S001,Fashion,North,52,4455.45,0.0,1194.4,0
2024-02-13,S002,Electronics,South,43,8793.89,15.0,269.29,0
2024-02-13,S002,Home,South,47,2001.59,10.0,346.2,0
2024-02-13,S002,Fashion,South,56,2147.22,5.0,1065.21,0
2024-02-14,S001,Electronics,North,69,19701.73,20.0,1077.62,1
2024-02-14,S001,Home,North,47,3415.78,0.0,705.94,1
2024-02-14,S001,Fashion,North,50,1732.98,5.0,509.96,1
2024-02-14,S002,Electronics,South,65,11732.49,10.0,342.2,1
2024-02-14,S002,Home,South,70,6676.39,10.0,1036.33,1
2024-02-14,S002,Fashion,South,50,3386.64,10.0,482.59,1
2024-02-15,S001,Electronics,North,51,17758.63,15.0,393.73,0
2024-02-15,S001,Home,North,54,4909.51,15.0,1054.02,0
2024-02-15,S001,Fashion,North,55,2113.08,10.0,867.22,0
2024-02-15,S002,Electronics,South,59,9423.02,15.0,1068.96,0
2024-02-15,S002,Home,South,45,2378.74,0.0,1008.4,0
2024-02-15,S002,Fashion,South,46,2760.36,15.0,999.76,0
2024-02-16,S001,Electronics,North,40,13322.41,5.0,107.02,0
2024-02-16,S001,Home,North,38,2845.4,10.0,385.78,0
2024-02-16,S001,Fashion,North,43,4602.69,0.0,957.83,0
2024-02-16,S002,Electronics,South,55,21366.56,10.0,476.06,0
2024-02-16,S002,Home,South,39,1999.21,20.0,212.76,0
2024-02-16,S002,Fashion,South,42,3216.09,0.0,878.99,0
2024-02-17,S001,Electronics,North,42,14542.83,10.0,480.47,0
2024-02-17,S001,Home,North,38,2503.78,0.0,127.05,0
2024-02-17,S001,Fashion,North,50,2205.33,15.0,637.51,0
2024-02-17,S002,Electronics,South,61,17493.63,5.0,1196.84,0
2024-02-17,S002,Home,South,40,1584.08,15.0,279.99,0
2024-02-17,S002,Fashion,South,57,2660.46,10.0,848.55,0
2024-02-18,S001,Electronics,North,50,14666.32,0.0,1145.95,0
2024-02-18,S001,Home,North,44,2588.98,5.0,802.38,0
2024-02-18,S001,Fashion,North,51,2279.49,5.0,1182.38,0
2024-02-18,S002,Electronics,South,44,11068.28,10.0,134.25,0
2024-02-18,S002,Home,South,53,4849.84,10.0,1050.79,0
2024-02-18,S002,Fashion,South,60,4084.98,15.0,1029.26,0
2024-02-19,S001,Electronics,North,39,15407.54,0.0,244.37,0
2024-02-19,S001,Home,North,39,1950.58,0.0,629.67,0
2024-02-19,S001,Fashion,North,43,1435.33,5.0,854.12,0
2024-02-19,S002,Electronics,South,37,13896.23,5.0,740.17,0
2024-02-19,S002,Home,South,36,2851.25,10.0,441.4,0
2024-02-19,S002,Fashion,South,28,2490.01,10.0,420.83,0
2024-02-20,S001,Electronics,North,39,9568.73,0.0,957.84,0
2024-02-20,S001,Home,North,40,3196.44,0.0,1185.33,0
2024-02-20,S001,Fashion,North,47,2241.87,15.0,779.97,0
2024-02-20,S002,Electronics,South,42,11536.11,0.0,669.48,0
2024-02-20,S002,Home,South,23,1964.28,0.0,136.52,0
2024-02-20,S002,Fashion,South,48,1877.29,15.0,858.41,0
2024-02-21,S001,Electronics,North,46,8672.3,0.0,284.23,0
2024-02-21,S001,Home,North,45,3748.67,0.0,1129.83,0
2024-02-21,S001,Fashion,North,55,2672.04,15.0,879.97,0
2024-02-21,S002,Electronics,South,49,20658.42,0.0,996.31,0
2024-02-21,S002,Home,South,56,3908.54,15.0,702.35,0
2024-02-21,S002,Fashion,South,37,1288.64,0.0,904.75,0
2024-02-22,S001,Electronics,North,37,16408.89,0.0,371.81,0
2024-02-22,S001,Home,North,35,3611.16,0.0,470.59,0
2024-02-22,S001,Fashion,North,57,2476.58,10.0,824.58,0
2024-02-22,S002,Electronics,South,62,17637.16,20.0,1195.97,0
2024-02-22,S002,Home,South,36,3546.56,10.0,319.5,0
2024-02-22,S002,Fashion,South,40,2177.34,15.0,899.89,0
2024-02-23,S001,Electronics,North,44,12474.21,5.0,480.53,0
2024-02-23,S001,Home,North,49,4845.44,10.0,897.78,0
2024-02-23,S001,Fashion,North,50,4891.98,5.0,1090.77,0
2024-02-23,S002,Electronics,South,35,11041.42,10.0,331.73,0
2024-02-23,S002,Home,South,40,2174.99,0.0,906.42,0
2024-02-23,S002,Fashion,South,49,1743.54,20.0,361.3,0
2024-02-24,S001,Electronics,North,55,14861.5,10.0,1039.82,0
2024-02-24,S001,Home,North,41,3405.63,5.0,666.3,0
2024-02-24,S001,Fashion,North,36,3142.22,5.0,279.88,0
2024-02-24,S002,Electronics,South,56,13553.04,20.0,243.96,0
2024-02-24,S002,Home,South,38,2544.49,0.0,359.66,0
2024-02-24,S002,Fashion,South,43,2038.3,5.0,1011.77,0
2024-02-25,S001,Electronics,North,50,8070.8,15.0,778.86,0
2024-02-25,S001,Home,North,47,3298.15,10.0,910.04,0
2024-02-25,S001,Fashion,North,63,2488.32,15.0,1028.59,0
2024-02-25,S002,Electronics,South,42,7797.0,5.0,223.11,0
2024-02-25,S002,Home,South,57,2977.34,20.0,684.29,0
2024-02-25,S002,Fashion,South,44,1842.17,0.0,657.96,0
2024-02-26,S001,Electronics,North,64,15502.32,20.0,1185.29,0
2024-02-26,S001,Home,North,43,3612.61,10.0,667.16,0
2024-02-26,S001,Fashion,North,41,1892.08,0.0,253.62,0
2024-02-26,S002,Electronics,South,49,8049.85,20.0,840.78,0
2024-02-26,S002,Home,South,38,3444.3,5.0,839.86,0
2024-02-26,S002,Fashion,South,56,3792.76,20.0,1021.93,0
2024-02-27,S001,Electronics,North,49,8299.82,10.0,646.89,0
2024-02-27,S001,Home,North,52,4404.87,10.0,1124.04,0
2024-02-27,S001,Fashion,North,51,1768.41,10.0,337.24,0
2024-02-27,S002,Electronics,South,48,7411.86,20.0,823.63,0
2024-02-27,S002,Home,South,45,3649.2,5.0,1174.89,0
2024-02-27,S002,Fashion,South,53,2808.02,15.0,912.29,0
2024-02-28,S001,Electronics,North,49,17437.57,10.0,459.74,0
2024-02-28,S001,Home,North,47,1982.19,15.0,579.14,0
2024-02-28,S001,Fashion,North,32,1974.2,0.0,698.94,0
2024-02-28,S002,Electronics,South,38,10871.42,5.0,865.01,0
2024-02-28,S002,Home,South,44,3743.58,5.0,361.3,0
2024-02-28,S002,Fashion,South,47,4423.33,5.0,609.84,0
2024-02-29,S001,Electronics,North,39,11816.29,10.0,670.99,0
2024-02-29,S001,Home,North,31,2823.22,10.0,686.96,0
2024-02-29,S001,Fashion,North,55,2313.12,15.0,994.28,0
2024-02-29,S002,Electronics,South,48,20750.29,0.0,1119.74,0
2024-02-29,S002,Home,South,23,1444.17,0.0,486.78,0
2024-02-29,S002,Fashion,South,45,2797.33,15.0,438.02,0
2024-03-01,S001,Electronics,North,39,10237.2,10.0,442.44,0
2024-03-01,S001,Home,North,36,3401.62,0.0,234.07,0
2024-03-01,S001,Fashion,North,37,2510.32,10.0,299.58,0
2024-03-01,S002,Electronics,South,53,13167.63,20.0,382.22,0
2024-03-01,S002,Home,South,45,4702.55,10.0,986.59,0
2024-03-01,S002,Fashion,South,46,3938.8,15.0,761.77,0
2024-03-02,S001,Electronics,North,30,12202.88,0.0,350.89,0
2024-03-02,S001,Home,North,58,3248.13,5.0,1090.03,0
2024-03-02,S001,Fashion,North,49,3882.46,5.0,958.58,0
2024-03-02,S002,Electronics,South,51,13860.76,10.0,205.09,0
2024-03-02,S002,Home,South,45,2580.26,0.0,745.27,0
2024-03-02,S002,Fashion,South,43,3498.38,0.0,205.29,0
2024-03-03,S001,Electronics,North,45,13790.6,10.0,767.8,0
2024-03-03,S001,Home,North,44,1792.21,20.0,646.44,0
2024-03-03,S001,Fashion,North,60,4867.51,5.0,864.66,0
2024-03-03,S002,Electronics,South,44,9156.82,0.0,1190.38,0
2024-03-03,S002,Home,South,47,1981.87,10.0,896.77,0
2024-03-03,S002,Fashion,South,48,2681.75,0.0,1083.61,0
2024-03-04,S001,Electronics,North,42,7910.39,5.0,349.32,0
2024-03-04,S001,Home,North,33,2745.63,0.0,980.39,0
2024-03-04,S001,Fashion,North,37,1886.12,10.0,1068.09,0
2024-03-04,S002,Electronics,South,58,16643.52,20.0,836.44,0
2024-03-04,S002,Home,South,40,2889.45,15.0,713.56,0
2024-03-04,S002,Fashion,South,43,3663.62,0.0,1153.39,0
2024-03-05,S001,Electronics,North,44,15212.9,10.0,321.03,0
2024-03-05,S001,Home,North,33,3077.99,10.0,482.33,0
2024-03-05,S001,Fashion,North,37,4047.75,0.0,1119.9,0
2024-03-05,S002,Electronics,South,50,18330.7,10.0,1119.7,0
2024-03-05,S002,Home,South,42,1898.21,10.0,673.05,0
2024-03-05,S002,Fashion,South,49,3611.04,15.0,1008.67,0
2024-03-06,S001,Electronics,North,35,6771.81,5.0,139.78,0
2024-03-06,S001,Home,North,37,2145.92,10.0,1130.65,0
2024-03-06,S001,Fashion,North,43,4230.07,5.0,536.68,0
2024-03-06,S002,Electronics,South,68,22297.73,20.0,646.66,0
2024-03-06,S002,Home,South,44,2479.84,20.0,329.36,0
2024-03-06,S002,Fashion,South,51,4095.45,15.0,1065.77,0
2024-03-07,S001,Electronics,North,47,10128.92,5.0,969.03,0
2024-03-07,S001,Home,North,35,3925.12,5.0,864.45,0
2024-03-07,S001,Fashion,North,49,3269.53,15.0,805.07,0
2024-03-07,S002,Electronics,South,49,15468.95,0.0,941.29,0
2024-03-07,S002,Home,South,30,1261.95,0.0,538.53,0
2024-03-07,S002,Fashion,South,45,2662.65,20.0,248.68,0
2024-03-08,S001,Electronics,North,50,14186.74,5.0,1162.4,0
2024-03-08,S001,Home,North,24,1237.31,10.0,216.23,0
2024-03-08,S001,Fashion,North,45,1403.45,10.0,781.55,0
2024-03-08,S002,Electronics,South,56,20588.93,0.0,1194.35,0
2024-03-08,S002,Home,South,36,3433.42,0.0,1182.05,0
2024-03-08,S002,Fashion,South,38,3752.96,10.0,168.52,0
2024-03-09,S001,Electronics,North,57,16534.05,10.0,995.37,0
2024-03-09,S001,Home,North,31,3438.78,0.0,568.69,0
2024-03-09,S001,Fashion,North,37,3559.51,0.0,594.76,0
2024-03-09,S002,Electronics,South,42,6532.33,15.0,906.98,0
2024-03-09,S002,Home,South,42,3130.78,10.0,557.77,0
2024-03-09,S002,Fashion,South,44,2169.03,0.0,336.72,0
2024-03-10,S001,Electronics,North,56,9978.33,15.0,1173.46,0
